,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Community Area,Year
2994,12615119,JF140883,02/10/2022 11:00:00 AM,008XX N MARSHFIELD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,12,West Town,2022
2996,12613826,JF139242,02/09/2022 04:18:00 PM,031XX W POLK ST,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,APARTMENT,True,False,11,East Garfield Park,2022
3002,12597731,JF119236,01/20/2022 07:55:00 PM,015XX S WABASH AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,1,Near South Side,2022
3019,12628900,JF157815,02/21/2022 06:30:00 PM,013XX W 18TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,False,12,Lower West Side,2022
3026,12616522,JF142633,02/09/2022 02:30:00 PM,065XX S WASHTENAW AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,8,Chicago Lawn,2022
3034,12603171,JF126102,01/26/2022 11:00:00 AM,050XX N KIMBALL AVE,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC BUILDING,False,False,17,North Park,2022
3060,12623834,JF151691,02/21/2022 04:17:00 PM,016XX S INDIANA AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1,Near South Side,2022
3080,12606860,JF130430,02/01/2022 06:00:00 AM,024XX W BRYN MAWR AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,20,Lincoln Square,2022
3091,12592342,JF112818,01/14/2022 03:00:00 PM,004XX E 42ND ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2,Grand Boulevard,2022
3106,12622943,JF150575,02/20/2022 02:20:00 PM,035XX S PULASKI RD,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,10,South Lawndale,2022
3107,12600895,JF123101,01/24/2022 08:20:00 PM,044XX W MADISON ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,11,West Garfield Park,2022
3121,12590398,JF110349,01/12/2022 02:00:00 AM,084XX S EXCHANGE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,4,South Chicago,2022
3127,12630031,JF159209,02/28/2022 08:21:00 PM,061XX W MONTROSE AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,16,Portage Park,2022
3135,12627270,JF155906,02/25/2022 11:26:00 AM,005XX W SURF ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,19,Lake View,2022
3140,12613802,JF139241,02/09/2022 04:36:00 PM,035XX W COLUMBUS AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,8,Ashburn,2022
3149,12596018,JF117315,01/18/2022 11:33:00 PM,070XX S CHAPPEL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,3,South Shore,2022
3152,12585568,JF104606,01/06/2022 01:28:00 AM,109XX S EGGLESTON AVE,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,False,True,22,Roseland,2022
3161,12621655,JF148952,02/18/2022 06:00:00 PM,020XX N CAMPBELL AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,14,Logan Square,2022
3169,12604853,JF128175,01/29/2022 07:15:00 PM,012XX S HALSTED ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,12,Near West Side,2022
3190,12598357,JF120119,01/21/2022 05:00:00 PM,063XX S TALMAN AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,8,Chicago Lawn,2022
3200,12594656,JF115360,01/17/2022 09:26:00 AM,004XX S LOTUS AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,15,Austin,2022
3229,12608903,JF133096,02/03/2022 08:54:00 PM,074XX S HALSTED ST,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,7,Englewood,2022
3231,12594274,JF115114,01/16/2022 09:20:00 PM,026XX N HARLEM AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,25,Montclare,2022
3269,12608609,JF132742,02/02/2022 10:00:00 PM,049XX W FLETCHER ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,25,Belmont Cragin,2022
3274,12612535,JF137716,02/06/2022 12:00:00 PM,121XX S PRINCETON AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,5,West Pullman,2022
3275,12628031,JF156774,02/26/2022 01:56:00 PM,055XX W ADAMS ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15,Austin,2022
3277,12613371,JF138802,02/09/2022 10:19:00 AM,008XX E 80TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,6,Chatham,2022
3278,12589536,JF109282,01/11/2022 09:00:00 AM,011XX W 76TH ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,6,Auburn Gresham,2022
3307,12602355,JF125106,01/26/2022 07:21:00 PM,0000X W HARRISON ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,1,Loop,2022
3329,12615717,JF140961,02/11/2022 09:57:00 AM,055XX W LELAND AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,16,Portage Park,2022
3341,12600546,JF122699,01/24/2022 11:00:00 AM,037XX W SHAKESPEARE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,25,Logan Square,2022
3346,12589992,JF109982,01/11/2022 08:37:00 PM,078XX S JEFFERY BLVD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,4,South Shore,2022
3369,12620331,JF143197,02/10/2022 09:00:00 PM,048XX W HENDERSON ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,16,Portage Park,2022
3396,12587561,JF106855,01/07/2022 02:30:00 PM,072XX S LAFAYETTE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,7,Greater Grand Crossing,2022
3412,12603787,JF126567,01/21/2022 12:00:00 PM,006XX S DEARBORN ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1,Loop,2022
3413,12590469,JF110409,01/10/2022 12:18:00 PM,021XX N LONG AVE,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC BUILDING,False,False,25,Belmont Cragin,2022
3424,12605132,JF128525,01/30/2022 08:30:00 AM,025XX W GRENSHAW ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,11,Near West Side,2022
3430,12606010,JF129602,01/29/2022 12:00:00 AM,022XX N CALIFORNIA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CTA TRAIN,False,True,14,Logan Square,2022
3431,12608364,JF132393,02/02/2022 08:50:00 PM,007XX N CENTRAL AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,15,Austin,2022
3446,12582714,JF101067,01/01/2022 08:00:00 AM,054XX N CAMPBELL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,20,Lincoln Square,2022
3458,12620298,JF147164,02/15/2022 09:46:00 PM,017XX N CALIFORNIA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,14,West Town,2022
3481,12596738,JF118224,01/19/2022 06:00:00 PM,050XX S WINCHESTER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,9,New City,2022
3520,12612803,JF138122,02/08/2022 04:11:00 PM,051XX W LEXINGTON ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,15,Austin,2022
3532,12593950,JF114753,01/03/2022 12:00:00 PM,006XX N AUSTIN BLVD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,15,Austin,2022
3551,12589201,JF108752,01/09/2022 12:00:00 AM,030XX W CARROLL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,12,East Garfield Park,2022
3565,12599677,JF121662,01/21/2022 07:00:00 PM,085XX S CICERO AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,HOTEL / MOTEL,False,False,8,Ashburn,2022
3586,12630079,JF159195,02/28/2022 08:38:00 PM,093XX S UNIVERSITY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,4,Burnside,2022
3616,12600918,JF123188,01/23/2022 10:00:00 PM,021XX S MICHIGAN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1,Near South Side,2022
3622,12585185,JF104151,01/05/2022 02:19:00 PM,103XX S VERNON AVE,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,RESIDENCE,True,False,5,Roseland,2022
3658,12588034,JF107678,01/09/2022 11:26:00 AM,084XX S KOMENSKY AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,8,Ashburn,2022
3660,12630690,JF160185,03/01/2022 05:35:00 PM,084XX S PARNELL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,6,Auburn Gresham,2022
3662,12614987,JF140762,02/11/2022 01:52:00 AM,071XX S ASHLAND AVE,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,STREET,False,False,7,West Englewood,2022
3665,12585302,JF104171,01/05/2022 12:00:00 PM,020XX N SAYRE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,25,Austin,2022
3678,12615514,JF141249,02/11/2022 01:45:00 AM,007XX N CENTRAL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,15,Austin,2022
3689,12601721,JF123733,01/25/2022 02:30:00 PM,006XX E 91ST ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,True,6,Chatham,2022
3692,12590388,JF107540,01/09/2022 11:00:00 AM,086XX S ASHLAND AVE,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,True,False,6,Auburn Gresham,2022
3727,12584183,JF102877,01/03/2022 12:00:00 PM,062XX S EVANS AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,3,Woodlawn,2022
3737,12595117,JF116125,01/18/2022 12:43:00 AM,042XX W POTOMAC AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,25,Humboldt Park,2022
3739,12605624,JF129119,01/30/2022 09:28:00 PM,054XX S NASHVILLE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,8,Garfield Ridge,2022
3741,12623298,JF150895,02/20/2022 10:20:00 PM,002XX E 109TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,5,Roseland,2022
3764,12624962,JF152872,02/22/2022 08:30:00 AM,001XX S HAMLIN BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,11,West Garfield Park,2022
3765,12594474,JF115321,01/17/2022 08:50:00 AM,011XX N LAWNDALE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,11,Humboldt Park,2022
3792,12605587,JF129060,01/30/2022 08:04:00 PM,047XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,2,Grand Boulevard,2022
3810,12612107,JF137228,02/07/2022 11:24:00 PM,060XX N SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,24,Edgewater,2022
3815,12629703,JF158866,02/28/2022 12:15:00 PM,003XX E ERIE ST,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,False,False,18,Near North Side,2022
3828,12604478,JF127710,01/29/2022 11:30:00 AM,038XX S SACRAMENTO AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,9,Brighton Park,2022
3851,12594044,JF114908,01/16/2022 12:00:00 PM,050XX W JACKSON BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15,Austin,2022
3873,12629457,JF158534,02/28/2022 12:30:00 AM,061XX S MENARD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,8,Clearing,2022
3879,12609288,JF133683,02/04/2022 12:00:00 AM,006XX W 87TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,6,Auburn Gresham,2022
3881,12601253,JF123418,01/25/2022 09:41:00 AM,022XX E 70TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,South Shore,2022
3884,12609625,JF134009,02/04/2022 05:00:00 PM,015XX W SCHOOL ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,19,Lake View,2022
3890,12585982,JF105133,01/06/2022 01:00:00 PM,065XX S LOWE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,7,Englewood,2022
3911,12618671,JF145298,02/15/2022 02:19:00 PM,093XX S NORMAL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,22,Washington Heights,2022
3928,12623185,JF150810,02/20/2022 08:13:00 PM,035XX N NEWCASTLE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,16,Dunning,2022
3935,12617869,JF144311,02/14/2022 08:00:00 AM,007XX E 89TH PL,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,6,Chatham,2022
3968,12619922,JF146740,02/16/2022 06:46:00 PM,087XX S EXCHANGE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,4,South Chicago,2022
3974,12597744,JF119317,01/20/2022 09:42:00 PM,002XX S LAVERGNE AVE,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,15,Austin,2022
3990,12582296,JF100614,01/01/2022 01:14:00 PM,046XX N ELSTON AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,True,17,Albany Park,2022
3996,12619082,JF145762,02/15/2022 09:08:00 PM,061XX N BROADWAY,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,False,24,Edgewater,2022
4008,12616507,JF142611,02/12/2022 06:19:00 PM,069XX S CRANDON AVE,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,False,True,3,South Shore,2022
4016,12595436,JF116579,01/18/2022 11:17:00 AM,009XX W ARGYLE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,20,Uptown,2022
4033,12602052,JF119813,01/01/2022 04:30:00 AM,050XX S STATE ST,OTHER OFFENSE,LICENSE VIOLATION,BARBERSHOP,False,False,2,Grand Boulevard,2022
4040,12607008,JF130640,02/01/2022 10:30:00 AM,014XX W 68TH ST,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,False,False,7,West Englewood,2022
4041,12614886,JF140525,02/10/2022 07:05:00 PM,107XX S TALMAN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,VEHICLE NON-COMMERCIAL,True,True,22,Morgan Park,2022
4066,12612794,JF138183,02/08/2022 05:45:00 PM,068XX S BELL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,8,Chicago Lawn,2022
4075,12617082,JF143303,02/11/2022 07:00:00 PM,113XX S UNION AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,22,Roseland,2022
4077,12606588,JF130233,01/26/2022 05:30:00 PM,012XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1,Near South Side,2022
4109,12629148,JF158097,02/27/2022 07:58:00 PM,0000X N PULASKI RD,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,11,West Garfield Park,2022
4136,12586998,JF106241,01/07/2022 06:12:00 PM,041XX N KEELER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True,17,Irving Park,2022
4147,12591514,JF111667,01/13/2022 01:20:00 PM,034XX W DEVON AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,False,False,17,North Park,2022
4151,12592517,JF112950,01/05/2022 12:00:00 AM,019XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FEDERAL BUILDING,False,False,1,Near South Side,2022
4159,12601542,JF123904,01/25/2022 05:03:00 PM,016XX N CALIFORNIA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,MEDICAL / DENTAL OFFICE,False,True,14,West Town,2022
4173,12593975,JF114811,01/09/2022 12:01:00 AM,057XX S TROY ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,8,Gage Park,2022
4180,12621579,JF148899,01/01/2022 12:00:00 AM,062XX S NORMAL BLVD,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,7,Englewood,2022
4186,12593346,JF113953,01/15/2022 04:10:00 PM,061XX W 63RD ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,8,Clearing,2022
4240,12615782,JF141716,02/11/2022 09:00:00 PM,014XX N WESTERN AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,14,West Town,2022
4255,12623155,JF150739,02/20/2022 06:08:00 PM,092XX S ELLIS AVE,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,False,True,4,Burnside,2022
4270,12615754,JF141660,02/05/2022 12:00:00 AM,013XX E MADISON AVENUE PARK,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2,Kenwood,2022
4277,12607200,JF131157,02/01/2022 07:00:00 AM,043XX W GLADYS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,11,West Garfield Park,2022
4281,12613765,JF139272,02/09/2022 05:08:00 PM,011XX W 61ST ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,7,Englewood,2022
4302,12592434,JF113031,01/14/2022 06:37:00 AM,034XX W SUNNYSIDE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,17,Albany Park,2022
4308,12587910,JF107516,01/08/2022 11:00:00 PM,106XX S YATES AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,4,South Deering,2022
4338,12626003,JF154122,02/23/2022 08:43:00 PM,087XX S JEFFERY BLVD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,4,Calumet Heights,2022
4343,12592365,JF112775,01/14/2022 03:00:00 PM,070XX S PARNELL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,7,Englewood,2022
4353,12610508,JF135139,02/05/2022 08:00:00 PM,014XX N WIELAND ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,18,Near North Side,2022
4355,12592364,JF112821,01/14/2022 02:45:00 PM,074XX S CRANDON AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,South Shore,2022
4357,12589514,JF109396,01/07/2022 07:44:00 PM,003XX W WOLF POINT PLZ,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,18,Near North Side,2022
4371,12603962,JF127091,01/26/2022 09:00:00 AM,042XX W WRIGHTWOOD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,25,Hermosa,2022
4382,12585122,JF104009,01/05/2022 11:23:00 AM,037XX S CALUMET AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2,Douglas,2022
4399,12627314,JF152799,02/22/2022 04:24:00 PM,025XX N CLARK ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,MEDICAL / DENTAL OFFICE,False,False,19,Lincoln Park,2022
4452,12619881,JF146700,02/16/2022 05:22:00 PM,056XX W DAKIN ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,16,Portage Park,2022
4476,12625750,JF154011,02/19/2022 10:00:00 AM,022XX N LEAMINGTON AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,25,Belmont Cragin,2022
4493,12623995,JF151510,02/20/2022 06:00:00 PM,078XX S MAY ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,6,Auburn Gresham,2022
4501,12601367,JF123701,01/25/2022 09:00:00 AM,038XX W WRIGHTWOOD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,25,Logan Square,2022
4507,12599932,JF121927,01/23/2022 03:04:00 PM,083XX W FOREST PRESERVE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,16,Dunning,2022
4516,12610921,JF135157,02/05/2022 08:30:00 PM,098XX S CALHOUN AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,4,South Deering,2022
4530,12589809,JF109806,01/02/2022 10:00:00 AM,040XX N ALBANY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,17,Irving Park,2022
4531,12587766,JF107199,01/08/2022 08:00:00 PM,009XX N KEELER AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,True,11,Humboldt Park,2022
4543,12600173,JF122176,01/22/2022 12:41:00 AM,066XX S WOOD ST,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,False,False,7,West Englewood,2022
4555,12596791,JF118272,01/18/2022 07:23:00 AM,005XX W MADISON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1,Near West Side,2022
4581,12606354,JF130092,01/28/2022 09:00:00 AM,053XX N CALIFORNIA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,20,Lincoln Square,2022
4590,12598142,JF119734,01/21/2022 11:40:00 AM,015XX N MILWAUKEE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,14,West Town,2022
4602,12591299,JF111551,01/13/2022 09:30:00 AM,0000X N FRANKLIN ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,False,False,1,Loop,2022
4609,12594562,JF105663,01/07/2022 09:25:00 AM,051XX S HALSTED ST,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,False,False,9,New City,2022
4626,12595484,JF115354,01/17/2022 08:20:00 AM,092XX S DOBSON AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,4,Burnside,2022
4663,12592889,JF113397,01/01/2022 01:00:00 AM,088XX S STONY ISLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,4,Calumet Heights,2022
4679,12595749,JF106041,01/07/2022 03:00:00 PM,0000X S LA SALLE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,COMMERCIAL / BUSINESS OFFICE,False,False,1,Loop,2022
4683,12587004,JF106372,01/07/2022 09:19:00 PM,050XX W CONGRESS PKWY,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
4687,12586753,JF106083,01/07/2022 09:04:00 AM,035XX W 58TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,8,Gage Park,2022
4708,12590649,JF110838,01/12/2022 05:56:00 PM,040XX S LAKE PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,2,Oakland,2022
4713,12631547,JF161093,03/01/2022 01:00:00 PM,047XX N WOLCOTT AVE,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC BUILDING,False,False,19,Lincoln Square,2022
4717,12594578,JF112352,01/14/2022 06:30:00 AM,017XX N CALIFORNIA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,False,False,14,West Town,2022
4727,12611752,JF136783,02/07/2022 03:21:00 PM,021XX N CALIFORNIA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,POLICE FACILITY / VEHICLE PARKING LOT,False,True,14,Logan Square,2022
4764,12618711,JF145341,02/15/2022 03:30:00 PM,008XX N HAMLIN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,11,Humboldt Park,2022
4770,12614636,JF140406,02/10/2022 03:00:00 PM,030XX W GUNNISON ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,17,Albany Park,2022
4775,12602838,JF125598,01/25/2022 09:42:00 AM,0000X E 100TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,5,Roseland,2022
4776,12607329,JF131216,01/31/2022 07:00:00 PM,010XX E 62ND ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,3,Woodlawn,2022
4780,12596474,JF117779,01/19/2022 09:44:00 AM,0000X W WASHINGTON ST,OTHER OFFENSE,TELEPHONE THREAT,GOVERNMENT BUILDING / PROPERTY,False,False,1,Loop,2022
4805,12594437,JF113611,01/15/2022 10:34:00 AM,025XX W BERWYN AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,20,Lincoln Square,2022
4836,12596957,JF118368,01/19/2022 11:53:00 PM,0000X W 24TH ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,VEHICLE NON-COMMERCIAL,True,False,1,Near South Side,2022
4842,12631014,JF160453,03/02/2022 12:40:00 AM,055XX W GRAND AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,25,Belmont Cragin,2022
4872,12600856,JF123124,01/24/2022 07:21:00 PM,013XX W WILSON AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,19,Uptown,2022
4884,12583963,JF102256,01/01/2022 09:47:00 PM,011XX N LAKE SHORE DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,18,Near North Side,2022
4899,12622426,JF149905,02/19/2022 08:12:00 PM,054XX W NORTH AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,25,Austin,2022
4929,12602157,JF124700,01/25/2022 03:07:00 PM,016XX W 77TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,6,Auburn Gresham,2022
4948,12613048,JF138325,02/08/2022 06:19:00 PM,0000X E BENTON PL,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,True,1,Loop,2022
4954,12601495,JF123971,01/25/2022 05:17:00 PM,058XX S LOOMIS BLVD,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,7,West Englewood,2022
4994,12606475,JF130189,01/29/2022 09:04:00 PM,023XX N MANGO AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,25,Belmont Cragin,2022
5009,12605105,JF128480,01/29/2022 07:30:00 PM,017XX N ALBANY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,14,Humboldt Park,2022
